number,formid,form.section_1_visit_information.visit_date,form.section_1_visit_information.crop_stage,form.section_1_visit_information.crops_observed_during_this_visit,form.section_1_visit_information.select_crop_condition.crop_condition_maize,form.section_1_visit_information.select_crop_condition.crop_condition_rice,form.section_1_visit_information.select_crop_condition.crop_condition_groundnuts,form.section_2_livestock_monitoring.which_livestock_were_observed_during_this_visit,form.section_2_livestock_monitoring.select_livestock_condition.goat_condition,form.section_2_livestock_monitoring.select_livestock_condition.rabbit_condition,form.section_3_adoption_of_recommended_practices.has_the_farmer_adopted_the_recommended_farming_practices,form.section_3_adoption_of_recommended_practices.which_recommended_practices_have_been_adopted,form.section_4_farm_challenges.what_challenges_were_observed_during_the_visit,form.section_4_farm_challenges.additional_comments,form.section_4_farm_challenges.capture_farm_photograph,form.section_5_farm_location.capture_monitoring_visit_gps,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,monitoring_duration_minutes,monitoring_latitude,monitoring_longitude,registration_latitude,registration_longitude,gps_distance_meters,gps_within_expected_range
423,da12c6fe-74fd-4f6f-ac3c-ce0aa24ec2da,2026-04-29,vegetative_growth,groundnuts maize,good,---,good,rabbits goats,fair,fair,yes,improved_seed fertilizer_application pest_management timely_weeding proper_spacing,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/da12c6fe-74fd-4f6f-ac3c-ce0aa24ec2da/1783711006474.jpg,10.5851567 7.4560722 0.0 20.0,9f641f0a-9df0-47f5-916d-1d1146fb4913,2026-04-29 14:53:00,2026-04-29 14:50:00,tester_01,2026-04-29 14:53:22,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/da12c6fe-74fd-4f6f-ac3c-ce0aa24ec2da/,tester_01,3.0,10.5851567,7.4560722,10.5847753,7.4556013,66.69196082015635,Yes
424,94c77025-da93-46cd-939f-05645c8ec849,2026-05-04,planting,groundnuts rice maize,fair,good,fair,goats,good,---,yes,fertilizer_application improved_seed timely_weeding proper_spacing,poor_rainfall,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/94c77025-da93-46cd-939f-05645c8ec849/1784106610724.jpg,10.3780586 7.5297615 0.0 20.0,675e8db1-1fd4-4871-97f4-64745d66e6bb,2026-05-04 08:33:00,2026-05-04 08:28:00,tester_01,2026-05-04 08:33:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/94c77025-da93-46cd-939f-05645c8ec849/,tester_01,5.0,10.3780586,7.5297615,10.3782926,7.529833,27.169439252468464,Yes
425,ab25b9a8-946d-448a-94ca-e464364acdc7,2026-07-12,vegetative_growth,groundnuts rice maize,good,good,poor,goats,good,---,no,---,no_major_challenge,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/ab25b9a8-946d-448a-94ca-e464364acdc7/1783637296927.jpg,10.3785810 7.5296325 0.0 20.0,675e8db1-1fd4-4871-97f4-64745d66e6bb,2026-07-12 09:58:00,2026-07-12 09:52:00,tester_01,2026-07-12 09:58:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/ab25b9a8-946d-448a-94ca-e464364acdc7/,tester_01,6.0,10.378581,7.5296325,10.3782926,7.529833,38.84988510426997,Yes
426,f4f09de3-0ef6-4775-a3f0-39697af1074b,2026-06-27,land_preparation,groundnuts,---,---,poor,---,---,---,no,---,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/f4f09de3-0ef6-4775-a3f0-39697af1074b/1784577202358.jpg,10.5668706 7.4792521 0.0 20.0,9c1b1094-a830-47af-8369-2d4154fe2eba,2026-06-27 11:52:00,2026-06-27 11:49:00,tester_07,2026-06-27 11:52:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f4f09de3-0ef6-4775-a3f0-39697af1074b/,tester_07,3.0,10.5668706,7.4792521,10.5665185,7.4792176,39.3329375702621,Yes
427,4a439863-65ac-405e-9955-addc7abc50f0,2026-04-14,planting,groundnuts,---,---,poor,---,---,---,yes,improved_livestock_housing proper_spacing fertilizer_application timely_weeding,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/4a439863-65ac-405e-9955-addc7abc50f0/1784935756749.jpg,10.5665885 7.4787562 0.0 20.0,9c1b1094-a830-47af-8369-2d4154fe2eba,2026-04-14 09:32:00,2026-04-14 09:28:00,tester_07,2026-04-14 09:32:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/4a439863-65ac-405e-9955-addc7abc50f0/,tester_07,4.0,10.5665885,7.4787562,10.5665185,7.4792176,51.03241963709561,Yes
428,dd3b5ddb-c383-45a5-951c-2659417319a1,2026-03-12,vegetative_growth,rice maize,fair,poor,---,---,---,---,yes,pest_management fertilizer_application timely_weeding,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/dd3b5ddb-c383-45a5-951c-2659417319a1/1783866450739.jpg,10.4097133 7.3366809 0.0 20.0,39a20438-eb08-47c2-bae9-5a706ebbc890,2026-03-12 11:25:00,2026-03-12 11:23:00,tester_07,2026-03-12 11:25:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/dd3b5ddb-c383-45a5-951c-2659417319a1/,tester_07,2.0,10.4097133,7.3366809,10.3883151,7.3116568,3626.5336746996095,No
429,898946f4-fce0-47e4-862a-55a9a2272c39,2026-05-02,flowering,rice groundnuts,---,good,fair,---,---,---,yes,fertilizer_application improved_seed timely_weeding improved_livestock_housing,lack_of_fertilizer livestock_disease,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/898946f4-fce0-47e4-862a-55a9a2272c39/1784581030251.jpg,10.3880776 7.3120431 0.0 20.0,39a20438-eb08-47c2-bae9-5a706ebbc890,2026-05-02 10:26:00,2026-05-02 10:22:00,tester_07,2026-05-02 10:26:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/898946f4-fce0-47e4-862a-55a9a2272c39/,tester_07,4.0,10.3880776,7.3120431,10.3883151,7.3116568,49.82499918525421,Yes
430,604cfa61-ae46-4c2d-b878-589941718cb5,2026-05-26,land_preparation,rice groundnuts,---,fair,fair,---,---,---,yes,fertilizer_application timely_weeding improved_seed pest_management,no_major_challenge,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/604cfa61-ae46-4c2d-b878-589941718cb5/1783272951548.jpg,10.3885464 7.3114177 0.0 20.0,39a20438-eb08-47c2-bae9-5a706ebbc890,2026-05-26 10:23:00,2026-05-26 10:21:00,tester_07,2026-05-26 10:23:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/604cfa61-ae46-4c2d-b878-589941718cb5/,tester_07,2.0,10.3885464,7.3114177,10.3883151,7.3116568,36.67909697688303,Yes
431,91f22fc7-3905-4fab-b872-a35105693c53,2026-04-03,harvesting,rice groundnuts,---,fair,fair,goats,poor,---,yes,pest_management fertilizer_application,no_major_challenge,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/91f22fc7-3905-4fab-b872-a35105693c53/1784908483693.jpg,10.3343738 7.2769180 0.0 20.0,6c3559b8-817d-4da7-882f-42d45d0fad38,2026-04-03 15:16:00,2026-04-03 15:11:00,tester_01,2026-04-03 15:16:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/91f22fc7-3905-4fab-b872-a35105693c53/,tester_01,5.0,10.3343738,7.276918,10.3348467,7.2768607,52.95634695106623,Yes
432,8bd68ed8-db6c-4394-95e9-675e195fed5c,2026-05-08,vegetative_growth,rice,---,fair,---,goats,poor,---,yes,improved_seed proper_spacing,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/8bd68ed8-db6c-4394-95e9-675e195fed5c/1783825242291.jpg,10.3347636 7.2766567 0.0 20.0,6c3559b8-817d-4da7-882f-42d45d0fad38,2026-05-08 14:37:00,2026-05-08 14:35:00,tester_01,2026-05-08 14:37:29,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/8bd68ed8-db6c-4394-95e9-675e195fed5c/,tester_01,2.0,10.3347636,7.2766567,10.3348467,7.2768607,24.153173121304185,Yes
433,12a3305e-e1a1-443c-b8a2-85472894a6e9,2026-04-02,planting,rice,---,poor,---,goats,fair,---,no,---,no_major_challenge,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/12a3305e-e1a1-443c-b8a2-85472894a6e9/1784238763017.jpg,10.3351125 7.2767416 0.0 20.0,6c3559b8-817d-4da7-882f-42d45d0fad38,2026-04-02 13:08:00,2026-04-02 13:06:00,tester_01,2026-04-02 13:08:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/12a3305e-e1a1-443c-b8a2-85472894a6e9/,tester_01,2.0,10.3351125,7.2767416,10.3348467,7.2768607,32.29976372826484,Yes
434,52178a2f-0127-4020-ac5f-b733c53c083d,2026-05-23,flowering,maize,poor,---,---,---,---,---,partially,fertilizer_application,no_major_challenge,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/52178a2f-0127-4020-ac5f-b733c53c083d/1784121017754.jpg,10.5701290 7.5082879 0.0 20.0,eb8b57c5-a0cb-4b0e-9da3-414ef519309a,2026-05-23 13:55:00,2026-05-23 13:50:00,tester_05,2026-05-23 13:55:29,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/52178a2f-0127-4020-ac5f-b733c53c083d/,tester_05,5.0,10.570129,7.5082879,10.5698214,7.5085626,45.513742613901556,Yes
435,3be139f8-70bb-483d-b4b9-fa866920d58c,2026-05-07,planting,rice maize groundnuts,poor,good,fair,---,---,---,yes,fertilizer_application pest_management timely_weeding improved_seed,poor_rainfall flooding,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/3be139f8-70bb-483d-b4b9-fa866920d58c/1784290697035.jpg,10.5697169 7.5085264 0.0 20.0,eb8b57c5-a0cb-4b0e-9da3-414ef519309a,2026-05-07 16:38:00,2026-05-07 16:30:00,tester_05,2026-05-07 16:38:30,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/3be139f8-70bb-483d-b4b9-fa866920d58c/,tester_05,8.0,10.5697169,7.5085264,10.5698214,7.5085626,12.275132697337423,Yes
436,54b28715-e7c3-4bfd-8ad5-07b578f1f0e0,2026-08-09,planting,maize,fair,---,---,rabbits,---,good,yes,improved_livestock_housing fertilizer_application timely_weeding pest_management,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/54b28715-e7c3-4bfd-8ad5-07b578f1f0e0/1783710360232.jpg,10.4957669 7.3490985 0.0 20.0,9efb0996-cc12-450a-aea0-3a2c1599f468,2026-08-09 10:15:00,2026-08-09 10:12:00,tester_07,2026-08-09 10:15:21,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/54b28715-e7c3-4bfd-8ad5-07b578f1f0e0/,tester_07,3.0,10.4957669,7.3490985,10.4592186,7.315382,5486.979504792799,No
437,0bb00446-81eb-4133-8b83-6fde1569a0ca,2026-06-06,land_preparation,rice maize,good,fair,---,rabbits,---,good,no,---,no_major_challenge,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/0bb00446-81eb-4133-8b83-6fde1569a0ca/1783007524528.jpg,10.4591676 7.3158043 0.0 20.0,9efb0996-cc12-450a-aea0-3a2c1599f468,2026-06-06 10:21:00,2026-06-06 10:15:00,tester_07,2026-06-06 10:21:28,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/0bb00446-81eb-4133-8b83-6fde1569a0ca/,tester_07,6.0,10.4591676,7.3158043,10.4592186,7.315382,46.5243054645234,Yes
438,839c4b64-fce8-4014-8397-ea7b229bd7dd,2026-04-25,planting,rice,---,poor,---,goats,poor,---,yes,timely_weeding pest_management improved_livestock_housing improved_seed,no_major_challenge,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/839c4b64-fce8-4014-8397-ea7b229bd7dd/1783365543653.jpg,10.3142401 7.3789822 0.0 20.0,923ee1a1-0840-40f2-99db-336e957b5b3b,2026-04-25 15:47:00,2026-04-25 15:44:00,tester_02,2026-04-25 15:47:24,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/839c4b64-fce8-4014-8397-ea7b229bd7dd/,tester_02,3.0,10.3142401,7.3789822,10.3141412,7.3793085,37.35217683311629,Yes
439,bb12ce4a-a822-4886-abe3-39daee6584b2,2026-06-23,flowering,rice,---,fair,---,goats,fair,---,no,---,crop_disease,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/bb12ce4a-a822-4886-abe3-39daee6584b2/1783541442480.jpg,10.3139884 7.3796516 0.0 20.0,923ee1a1-0840-40f2-99db-336e957b5b3b,2026-06-23 10:25:00,2026-06-23 10:22:00,tester_02,2026-06-23 10:25:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/bb12ce4a-a822-4886-abe3-39daee6584b2/,tester_02,3.0,10.3139884,7.3796516,10.3141412,7.3793085,41.200956534962565,Yes
440,39b5dcd7-2d55-44c4-9dba-cf4f833aeeca,2026-08-08,flowering,groundnuts,---,---,good,---,---,---,partially,improved_seed,no_major_challenge,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/39b5dcd7-2d55-44c4-9dba-cf4f833aeeca/1783848128787.jpg,10.3967593 7.5700074 0.0 20.0,e0e9d966-a6f2-48d6-93bc-03e5a21a94b4,2026-08-08 15:22:00,2026-08-08 15:14:00,tester_01,2026-08-08 15:22:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/39b5dcd7-2d55-44c4-9dba-cf4f833aeeca/,tester_01,8.0,10.3967593,7.5700074,10.3965815,7.5702764,35.446126600543586,Yes
441,1bfcbb8c-6427-4866-92c1-f821a03d6c4c,2026-08-05,planting,groundnuts,---,---,fair,---,---,---,yes,proper_spacing improved_seed pest_management improved_livestock_housing,lack_of_fertilizer livestock_disease,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/1bfcbb8c-6427-4866-92c1-f821a03d6c4c/1784356422602.jpg,10.3964210 7.5699968 0.0 20.0,e0e9d966-a6f2-48d6-93bc-03e5a21a94b4,2026-08-05 14:46:00,2026-08-05 14:38:00,tester_01,2026-08-05 14:46:25,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/1bfcbb8c-6427-4866-92c1-f821a03d6c4c/,tester_01,8.0,10.396421,7.5699968,10.3965815,7.5702764,35.40656096961407,Yes
442,d6c88935-66b4-425d-bf84-b27a33ce2ca1,2026-07-16,vegetative_growth,groundnuts,---,---,poor,---,---,---,partially,pest_management,pest_infestation crop_disease,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/d6c88935-66b4-425d-bf84-b27a33ce2ca1/1783088848665.jpg,10.3966781 7.5705165 0.0 20.0,e0e9d966-a6f2-48d6-93bc-03e5a21a94b4,2026-07-16 14:48:00,2026-07-16 14:45:00,tester_01,2026-07-16 14:48:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d6c88935-66b4-425d-bf84-b27a33ce2ca1/,tester_01,3.0,10.3966781,7.5705165,10.3965815,7.5702764,28.371530747360698,Yes
443,5dfe473b-d909-4a6c-a003-e83cb31eb370,2026-03-30,vegetative_growth,maize groundnuts rice,poor,fair,poor,goats,fair,---,yes,improved_seed improved_livestock_housing timely_weeding,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/5dfe473b-d909-4a6c-a003-e83cb31eb370/1783116892955.jpg,10.4654300 7.2649958 0.0 20.0,969860b1-0029-42a7-9d4d-46cb80a677f1,2026-03-30 13:34:00,2026-03-30 13:30:00,tester_02,2026-03-30 13:34:29,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/5dfe473b-d909-4a6c-a003-e83cb31eb370/,tester_02,4.0,10.46543,7.2649958,10.4650419,7.264571,63.40285111186626,Yes
444,47cb988a-d1eb-4e2a-aead-25a6bf0e8e8e,2026-06-18,flowering,rice groundnuts,---,good,fair,goats,fair,---,partially,improved_seed timely_weeding,poor_rainfall,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/47cb988a-d1eb-4e2a-aead-25a6bf0e8e8e/1783695357557.jpg,10.4653811 7.2643507 0.0 20.0,969860b1-0029-42a7-9d4d-46cb80a677f1,2026-06-18 14:36:00,2026-06-18 14:32:00,tester_02,2026-06-18 14:36:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/47cb988a-d1eb-4e2a-aead-25a6bf0e8e8e/,tester_02,4.0,10.4653811,7.2643507,10.4650419,7.264571,44.753372529755076,Yes
445,ae323fc0-a33c-4dee-89d4-216b49bcc2d6,2026-05-16,harvesting,groundnuts,---,---,fair,goats,poor,---,yes,improved_livestock_housing improved_seed pest_management proper_spacing,no_major_challenge,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/ae323fc0-a33c-4dee-89d4-216b49bcc2d6/1783313956553.jpg,10.3667872 7.3150293 0.0 20.0,95c8fae5-aab6-4562-b866-e2680f4c3b1e,2026-05-16 15:48:00,2026-05-16 15:44:00,tester_03,2026-05-16 15:48:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/ae323fc0-a33c-4dee-89d4-216b49bcc2d6/,tester_03,4.0,10.3667872,7.3150293,10.3667369,7.3153361,34.02062951865341,Yes
446,9ada4332-0bd9-41e3-a553-7496498ae7fe,2026-06-29,flowering,maize,good,---,---,goats,good,---,yes,timely_weeding pest_management improved_seed fertilizer_application,poor_rainfall lack_of_fertilizer,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/9ada4332-0bd9-41e3-a553-7496498ae7fe/1784618731915.jpg,10.3669510 7.3150622 0.0 20.0,95c8fae5-aab6-4562-b866-e2680f4c3b1e,2026-06-29 09:47:00,2026-06-29 09:45:00,tester_03,2026-06-29 09:47:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/9ada4332-0bd9-41e3-a553-7496498ae7fe/,tester_03,2.0,10.366951,7.3150622,10.3667369,7.3153361,38.26635468426386,Yes
447,61642791-aee2-4cc1-b302-36a721e2a558,2026-05-15,land_preparation,groundnuts maize rice,fair,good,good,rabbits,---,fair,yes,pest_management timely_weeding fertilizer_application improved_livestock_housing improved_seed,livestock_disease,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/61642791-aee2-4cc1-b302-36a721e2a558/1783428041672.jpg,10.4092121 7.2025058 0.0 20.0,fdcf1f55-c679-450c-9ad2-5def05b52e0d,2026-05-15 14:56:00,2026-05-15 14:53:00,tester_05,2026-05-15 14:56:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/61642791-aee2-4cc1-b302-36a721e2a558/,tester_05,3.0,10.4092121,7.2025058,10.4089338,7.2029048,53.495626737103485,Yes
448,b783f26d-ee9f-48da-be82-8d7831576f45,2026-04-30,land_preparation,groundnuts rice,---,good,poor,rabbits,---,fair,no,---,no_major_challenge,Farmer following recommendations.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/b783f26d-ee9f-48da-be82-8d7831576f45/1783374822025.jpg,10.4088377 7.2032762 0.0 20.0,fdcf1f55-c679-450c-9ad2-5def05b52e0d,2026-04-30 10:42:00,2026-04-30 10:34:00,tester_05,2026-04-30 10:42:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b783f26d-ee9f-48da-be82-8d7831576f45/,tester_05,8.0,10.4088377,7.2032762,10.4089338,7.2029048,42.00027764677048,Yes
449,2f2d6ae2-7849-4d53-8705-145a9a2f6026,2026-07-18,land_preparation,maize,poor,---,---,---,---,---,partially,improved_seed,crop_disease,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/2f2d6ae2-7849-4d53-8705-145a9a2f6026/1783982633513.jpg,10.4056714 7.4641616 0.0 20.0,41e484a9-b476-4ccb-82ec-7b1e5dafef0f,2026-07-18 10:39:00,2026-07-18 10:32:00,tester_05,2026-07-18 10:39:29,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/2f2d6ae2-7849-4d53-8705-145a9a2f6026/,tester_05,7.0,10.4056714,7.4641616,10.4059656,7.4640914,33.602384057499926,Yes
450,f7f8732b-9684-468d-ba01-f5d75d8fbeb5,2026-07-31,planting,maize,poor,---,---,---,---,---,yes,improved_livestock_housing timely_weeding pest_management fertilizer_application improved_seed proper_spacing,livestock_disease,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/f7f8732b-9684-468d-ba01-f5d75d8fbeb5/1783352740396.jpg,10.4058753 7.4644505 0.0 20.0,41e484a9-b476-4ccb-82ec-7b1e5dafef0f,2026-07-31 10:33:00,2026-07-31 10:31:00,tester_05,2026-07-31 10:33:29,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f7f8732b-9684-468d-ba01-f5d75d8fbeb5/,tester_05,2.0,10.4058753,7.4644505,10.4059656,7.4640914,40.53660743940741,Yes
451,b8ddbad2-c615-4b19-81ae-1ddb2f4ed7a7,2026-02-18,vegetative_growth,groundnuts,---,---,good,goats,fair,---,yes,proper_spacing improved_livestock_housing timely_weeding pest_management improved_seed,pest_infestation lack_of_fertilizer livestock_disease,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/b8ddbad2-c615-4b19-81ae-1ddb2f4ed7a7/1784425053239.jpg,10.5946771 7.3870380 0.0 20.0,50ca0610-0663-4a55-8b08-2d5f4a0aade4,2026-02-18 13:29:00,2026-02-18 13:22:00,tester_01,2026-02-18 13:29:29,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b8ddbad2-c615-4b19-81ae-1ddb2f4ed7a7/,tester_01,7.0,10.5946771,7.387038,10.5948878,7.3867212,41.80751308097166,Yes
452,8373ca39-c7fb-4dfa-9d05-3b6e0ad5b6e6,2026-06-07,land_preparation,groundnuts,---,---,poor,goats,good,---,yes,improved_livestock_housing fertilizer_application proper_spacing timely_weeding pest_management,flooding crop_disease feed_shortage,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/8373ca39-c7fb-4dfa-9d05-3b6e0ad5b6e6/1784110656622.jpg,10.5947643 7.3863113 0.0 20.0,50ca0610-0663-4a55-8b08-2d5f4a0aade4,2026-06-07 11:47:00,2026-06-07 11:44:00,tester_01,2026-06-07 11:47:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/8373ca39-c7fb-4dfa-9d05-3b6e0ad5b6e6/,tester_01,3.0,10.5947643,7.3863113,10.5948878,7.3867212,46.85917480018945,Yes
453,58d5c147-6e72-40f4-b96c-c9b98842dcc8,2026-08-05,harvesting,groundnuts,---,---,poor,goats,good,---,partially,timely_weeding improved_seed,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/58d5c147-6e72-40f4-b96c-c9b98842dcc8/1784978672264.jpg,10.5867818 7.3747503 0.0 20.0,ff252775-d7bf-4d71-ac36-bde731dadb97,2026-08-05 08:06:00,2026-08-05 07:59:00,tester_02,2026-08-05 08:06:22,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/58d5c147-6e72-40f4-b96c-c9b98842dcc8/,tester_02,7.0,10.5867818,7.3747503,10.5864992,7.3747849,31.650442208231237,Yes
454,55c908e9-4129-4a23-92e5-fb99669d218c,2026-09-28,flowering,maize,good,---,---,goats,fair,---,no,---,no_major_challenge,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/55c908e9-4129-4a23-92e5-fb99669d218c/1784941452503.jpg,10.4404185 7.2580944 0.0 20.0,4dda61e4-27ec-4218-9647-c601a5d8ce72,2026-09-28 11:20:00,2026-09-28 11:15:00,tester_01,2026-09-28 11:20:26,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/55c908e9-4129-4a23-92e5-fb99669d218c/,tester_01,5.0,10.4404185,7.2580944,10.4405862,7.2583483,33.445753638457674,Yes
455,18002537-9284-4874-b98e-156ab4113026,2026-08-11,planting,maize,poor,---,---,goats,good,---,yes,improved_livestock_housing pest_management proper_spacing,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/18002537-9284-4874-b98e-156ab4113026/1783841487572.jpg,10.4710188 7.2888198 0.0 20.0,4dda61e4-27ec-4218-9647-c601a5d8ce72,2026-08-11 17:01:00,2026-08-11 16:55:00,tester_01,2026-08-11 17:01:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/18002537-9284-4874-b98e-156ab4113026/,tester_01,6.0,10.4710188,7.2888198,10.4405862,7.2583483,4749.046536176963,No
