number,formid,form.section_1_training_information.training_date,form.section_1_training_information.training_topic.choice,form.section_1_training_information.training_topic.specify_other,form.section_1_training_information.training_venue,form.section_1_training_information.trainer_name,form.section_2_attendance.did_the_farmer_attend_the_training,form.section_2_attendance.attendance_status,form.section_2_attendance.reason_for_partial_attendance,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,training_duration_minutes
304,cd7a1eac-733d-40db-99a9-553bb4bdcb21,2026-06-30,good_agronomic_practices,,Village Square,Trainer 1,yes,full_attendance,,dae56849-96e6-4a2c-9040-c3dc5d23e48c,2026-06-30 11:10:00,2026-06-30 11:02:00,tester_05,2026-06-30 11:10:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/cd7a1eac-733d-40db-99a9-553bb4bdcb21/,tester_05,8.0
305,4c33c417-02eb-4649-9778-73a7c92bdf23,2026-07-19,livestock_management,,Community Hall,Trainer 2,yes,full_attendance,,4af927e4-c4ad-436b-9101-22e0f0e9e8a3,2026-07-19 15:59:00,2026-07-19 15:56:00,tester_05,2026-07-19 15:59:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/4c33c417-02eb-4649-9778-73a7c92bdf23/,tester_05,3.0
306,efac986c-7397-455a-a04a-dc48cc998b5c,2026-04-28,livestock_management,,Farmer Cooperative Centre,Trainer 4,yes,full_attendance,,5e1a7c78-75eb-4da0-90ce-0ec9c08ed519,2026-04-28 11:26:00,2026-04-28 11:21:00,tester_03,2026-04-28 11:26:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/efac986c-7397-455a-a04a-dc48cc998b5c/,tester_03,5.0
307,f172d64f-fba3-4308-a20c-6a0fd82a6418,2026-09-27,irrigation_and_water_management,,Community Hall,Trainer 5,no,,,1d5bbfa7-9109-4b93-b838-5e0985b5aac3,2026-09-27 11:37:00,2026-09-27 11:35:00,tester_02,2026-09-27 11:37:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f172d64f-fba3-4308-a20c-6a0fd82a6418/,tester_02,2.0
308,110c8bb5-3a39-4e21-b3c4-7e51527951fd,2026-03-22,pest_and_disease_management,,Primary School,Trainer 2,yes,full_attendance,,92d0a9ca-c99f-4619-978d-24ba58839f2e,2026-03-22 13:21:00,2026-03-22 13:17:00,tester_05,2026-03-22 13:21:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/110c8bb5-3a39-4e21-b3c4-7e51527951fd/,tester_05,4.0
309,d6e57057-e49e-44f5-923e-ec06e98fbe74,2026-05-05,other,Post Harvest Handling,Primary School,Trainer 4,yes,full_attendance,,5d0507e2-2b7a-4bba-acc5-4b9137987d10,2026-05-05 08:30:00,2026-05-05 08:26:00,tester_07,2026-05-05 08:30:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d6e57057-e49e-44f5-923e-ec06e98fbe74/,tester_07,4.0
310,463c278c-608d-4953-8371-c2a4354a0708,2026-05-31,good_agronomic_practices,,Community Hall,Trainer 5,yes,partial_attendance,personal_emergency,dacac187-8c0c-4e6b-95ed-5447327c0c0f,2026-05-31 08:29:00,2026-05-31 08:21:00,tester_01,2026-05-31 08:29:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/463c278c-608d-4953-8371-c2a4354a0708/,tester_01,8.0
311,d6bb5b36-a1cb-45fd-bc01-746882132d90,2026-05-21,good_agronomic_practices,,Village Square,Trainer 1,no,,,96ae238f-0504-4db4-ac12-dd07edd1abd6,2026-05-21 14:16:00,2026-05-21 14:08:00,tester_01,2026-05-21 14:16:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d6bb5b36-a1cb-45fd-bc01-746882132d90/,tester_01,8.0
312,9c63ae84-dcf8-4389-9c8a-361c02ac57d5,2026-05-09,livestock_management,,Extension Office,Trainer 4,yes,partial_attendance,other,bdc76bec-658a-4e1f-9e7f-a21240067685,2026-05-09 13:45:00,2026-05-09 13:40:00,tester_02,2026-05-09 13:45:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/9c63ae84-dcf8-4389-9c8a-361c02ac57d5/,tester_02,5.0
313,aac67b0d-ea6b-4b3e-bd48-a5ce3b2b85b4,2026-06-28,irrigation_and_water_management,,Extension Office,Trainer 4,yes,full_attendance,,6ebd9d19-3128-4478-a27c-820197df7bb4,2026-06-28 12:13:00,2026-06-28 12:11:00,tester_05,2026-06-28 12:13:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/aac67b0d-ea6b-4b3e-bd48-a5ce3b2b85b4/,tester_05,2.0
314,98cfbd73-1104-4884-9379-613485f89856,2026-03-16,pest_and_disease_management,,Extension Office,Trainer 3,yes,partial_attendance,left_early,e7af8496-a80e-4148-bf86-399245cb2578,2026-03-16 16:01:00,2026-03-16 15:56:00,tester_02,2026-03-16 16:01:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/98cfbd73-1104-4884-9379-613485f89856/,tester_02,5.0
315,9b65d8c1-bd67-43cd-b73e-9ef74c9dda72,2026-03-11,other,Post Harvest Handling,Extension Office,Trainer 5,yes,full_attendance,,c02068e4-9e7e-4214-969a-62cd92d84679,2026-03-11 13:25:00,2026-03-11 13:20:00,tester_01,2026-03-11 13:25:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/9b65d8c1-bd67-43cd-b73e-9ef74c9dda72/,tester_01,5.0
316,5c53e82a-934b-4408-9423-d671009645de,2026-03-27,soil_fertility_management,,Extension Office,Trainer 1,yes,partial_attendance,other,091e8bf5-8ada-44d9-a65b-b7eed6fb0d17,2026-03-27 10:28:00,2026-03-27 10:23:00,tester_01,2026-03-27 10:28:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/5c53e82a-934b-4408-9423-d671009645de/,tester_01,5.0
317,2fa3c5ce-c5cf-4bc8-86fa-624aed219f55,2026-06-21,other,Climate Smart Agriculture,Village Square,Trainer 1,yes,full_attendance,,eaab6946-ea29-44a4-bc41-3ea24086dbef,2026-06-21 11:38:00,2026-06-21 11:35:00,tester_03,2026-06-21 11:38:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/2fa3c5ce-c5cf-4bc8-86fa-624aed219f55/,tester_03,3.0
318,9f95f354-6b7f-4556-9197-72a8a0747612,2026-05-30,pest_and_disease_management,,Community Hall,Trainer 4,yes,full_attendance,,b44ced7f-5e63-4321-be45-046685aafe0c,2026-05-30 15:21:00,2026-05-30 15:18:00,tester_04,2026-05-30 15:21:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/9f95f354-6b7f-4556-9197-72a8a0747612/,tester_04,3.0
319,cde971e4-9990-4376-8dd3-82634031dac4,2026-02-11,good_agronomic_practices,,Community Hall,Trainer 1,yes,partial_attendance,other,3633ad2c-4219-4c20-a6af-281a8ec4a237,2026-02-11 08:56:00,2026-02-11 08:53:00,tester_01,2026-02-11 08:56:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/cde971e4-9990-4376-8dd3-82634031dac4/,tester_01,3.0
320,332ea947-f54b-415a-aae0-d5ad379fbe0b,2026-04-14,soil_fertility_management,,Extension Office,Trainer 3,yes,full_attendance,,bbaf2616-bf96-47a2-b41f-ea1b90b4fa08,2026-04-14 10:22:00,2026-04-14 10:20:00,tester_01,2026-04-14 10:22:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/332ea947-f54b-415a-aae0-d5ad379fbe0b/,tester_01,2.0
321,10b27292-abb5-4924-82b3-61b9e9d80a98,2026-04-11,pest_and_disease_management,,Community Hall,Trainer 2,no,,,1378551d-6f1a-406b-98b4-d3f2af5424b2,2026-04-11 13:15:00,2026-04-11 13:09:00,tester_03,2026-04-11 13:15:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/10b27292-abb5-4924-82b3-61b9e9d80a98/,tester_03,6.0
322,0a31e50d-cbe7-4a27-ac9d-136263e8f70e,2026-04-02,good_agronomic_practices,,Village Square,Trainer 4,yes,full_attendance,,d338d15d-a364-433a-8cc8-2f65a27267e3,2026-04-02 14:09:00,2026-04-02 14:05:00,tester_02,2026-04-02 14:09:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/0a31e50d-cbe7-4a27-ac9d-136263e8f70e/,tester_02,4.0
323,cd70a395-c91b-4730-9e9e-3600e2d87dc6,2026-02-28,record_keeping,,Farmer Cooperative Centre,Trainer 2,yes,full_attendance,,19201d2c-a943-42cd-a2c8-2a7658d64ad1,2026-02-28 14:23:00,2026-02-28 14:18:00,tester_04,2026-02-28 14:23:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/cd70a395-c91b-4730-9e9e-3600e2d87dc6/,tester_04,5.0
324,ba53a941-8a78-41f9-8fb8-2ce41ac8f7dc,2026-06-23,pest_and_disease_management,,Farmer Cooperative Centre,Trainer 1,yes,full_attendance,,eb2fc6bd-2d94-402e-8de6-3b30ae7ae44c,2026-06-23 11:18:00,2026-06-23 11:12:00,tester_07,2026-06-23 11:18:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/ba53a941-8a78-41f9-8fb8-2ce41ac8f7dc/,tester_07,6.0
325,3a8ee2ea-3eb5-4ff6-8132-09b586c34602,2026-07-17,pest_and_disease_management,,Village Square,Trainer 1,yes,full_attendance,,2b224158-5834-4f6f-a92f-d0df2bff1d95,2026-07-17 08:34:00,2026-07-17 08:32:00,tester_02,2026-07-17 08:34:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/3a8ee2ea-3eb5-4ff6-8132-09b586c34602/,tester_02,2.0
326,e72415f9-26dc-48ce-b2ed-cc093edbe900,2026-09-16,other,Post Harvest Handling,Community Hall,Trainer 2,yes,full_attendance,,2480661b-904c-4e2a-94d6-06aa417611a3,2026-09-16 10:30:00,2026-09-16 10:28:00,tester_07,2026-09-16 10:30:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/e72415f9-26dc-48ce-b2ed-cc093edbe900/,tester_07,2.0
327,22e25cff-0a9b-42dd-aee5-650dcc3ac4fc,2026-04-03,soil_fertility_management,,Community Hall,Trainer 5,yes,full_attendance,,dab64c91-cbf9-40b3-bfc3-1d973f41aa9c,2026-04-03 15:18:00,2026-04-03 15:16:00,tester_01,2026-04-03 15:18:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/22e25cff-0a9b-42dd-aee5-650dcc3ac4fc/,tester_01,2.0
328,2267b784-3fdd-4bbf-b124-3c485a54a6de,2026-05-27,good_agronomic_practices,,Extension Office,Trainer 3,yes,full_attendance,,1d0612f1-1410-4ae0-a696-770717cadb6a,2026-05-27 09:03:00,2026-05-27 08:56:00,tester_07,2026-05-27 09:03:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/2267b784-3fdd-4bbf-b124-3c485a54a6de/,tester_07,7.0
329,02968f83-40e1-48df-8103-72b9af043212,2026-06-19,other,Financial Literacy,Village Square,Trainer 4,yes,full_attendance,,aa45e404-f216-4e92-81d4-5c25df11070e,2026-06-19 13:54:00,2026-06-19 13:49:00,tester_03,2026-06-19 13:54:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/02968f83-40e1-48df-8103-72b9af043212/,tester_03,5.0
330,50d85988-3df0-4c87-bd6e-a37e39b5ad47,2026-07-24,pest_and_disease_management,,Extension Office,Trainer 5,yes,full_attendance,,456bd7c1-0c90-470f-a431-2e90bbacb485,2026-07-24 13:18:00,2026-07-24 13:14:00,tester_02,2026-07-24 13:18:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/50d85988-3df0-4c87-bd6e-a37e39b5ad47/,tester_02,4.0
331,89b73658-d758-40e3-b925-5e396cc9abaa,2026-05-17,livestock_management,,Farmer Cooperative Centre,Trainer 4,yes,full_attendance,,5a7acf94-cfcf-4dc9-a2a9-a336870d9ca0,2026-05-17 16:01:00,2026-05-17 15:57:00,tester_06,2026-05-17 16:01:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/89b73658-d758-40e3-b925-5e396cc9abaa/,tester_06,4.0
332,6d7dd651-f777-4632-b884-0720ac3a346a,2026-03-24,record_keeping,,Community Hall,Trainer 1,yes,partial_attendance,arrived_late,b093faa4-ed52-4669-9f88-eb95bd62a33b,2026-03-24 08:44:00,2026-03-24 08:39:00,tester_02,2026-03-24 08:44:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/6d7dd651-f777-4632-b884-0720ac3a346a/,tester_02,5.0
333,0316628c-3b52-45a6-a58e-6a63b2492ead,2026-04-27,record_keeping,,Community Hall,Trainer 4,yes,full_attendance,,644ff535-12a4-45b8-8a5d-52aa205bdef1,2026-04-27 15:42:00,2026-04-27 15:39:00,tester_06,2026-04-27 15:42:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/0316628c-3b52-45a6-a58e-6a63b2492ead/,tester_06,3.0
334,668f261a-85c3-4d86-8363-f56c18a6f914,2026-06-18,record_keeping,,Extension Office,Trainer 1,yes,full_attendance,,86c4d6eb-e211-43b8-bafc-24913a3efe7c,2026-06-18 11:23:00,2026-06-18 11:15:00,tester_05,2026-06-18 11:23:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/668f261a-85c3-4d86-8363-f56c18a6f914/,tester_05,8.0
335,15e9cc83-a04c-4403-a096-aa7643b78a17,2026-03-27,record_keeping,,Community Hall,Trainer 3,yes,full_attendance,,88ebe950-c7a9-4078-a126-a49c2fe0886b,2026-03-27 08:57:00,2026-03-27 08:49:00,tester_01,2026-03-27 08:57:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/15e9cc83-a04c-4403-a096-aa7643b78a17/,tester_01,8.0
336,616a1167-e9f1-4b7e-b5f0-456906ab42d9,2026-08-10,good_agronomic_practices,,Extension Office,Trainer 3,yes,partial_attendance,other,104e84dc-96fc-44b7-a30e-72b428321f44,2026-08-10 11:59:00,2026-08-10 11:53:00,tester_02,2026-08-10 11:59:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/616a1167-e9f1-4b7e-b5f0-456906ab42d9/,tester_02,6.0
337,f489a354-ea02-43ef-abcb-dea9a0287291,2026-02-12,other,Financial Literacy,Farmer Cooperative Centre,Trainer 3,yes,full_attendance,,f4477bc9-3b83-490b-a228-ea06d66caeab,2026-02-12 14:07:00,2026-02-12 14:05:00,tester_06,2026-02-12 14:07:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f489a354-ea02-43ef-abcb-dea9a0287291/,tester_06,2.0
338,c6e2d10e-3640-4434-a342-4010bbbcb82a,2026-09-30,record_keeping,,Primary School,Trainer 1,yes,partial_attendance,personal_emergency,26caf038-07fa-478b-bf61-0b07c1c8c73a,2026-09-30 08:34:00,2026-09-30 08:30:00,tester_02,2026-09-30 08:34:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c6e2d10e-3640-4434-a342-4010bbbcb82a/,tester_02,4.0
339,2c4b29e6-a470-442d-bf56-bbd76d7e80fa,2026-06-12,good_agronomic_practices,,Extension Office,Trainer 1,no,,,05d8ea56-3715-4243-8dfd-029adc504b97,2026-06-12 14:48:00,2026-06-12 14:44:00,tester_04,2026-06-12 14:48:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/2c4b29e6-a470-442d-bf56-bbd76d7e80fa/,tester_04,4.0
340,f28520e4-1181-4928-8e1d-34a94a2d95af,2026-05-19,livestock_management,,Primary School,Trainer 1,yes,full_attendance,,9dd2be2d-f23d-4a85-afa3-d262fada7f7c,2026-05-19 10:10:00,2026-05-19 10:04:00,tester_07,2026-05-19 10:10:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f28520e4-1181-4928-8e1d-34a94a2d95af/,tester_07,6.0
341,b6ea9bbb-5f5b-48a7-adf0-793b00f33292,2026-06-04,record_keeping,,Village Square,Trainer 4,yes,partial_attendance,arrived_late,16ef1c10-b107-46dd-b951-d84ce091e45e,2026-06-04 14:21:00,2026-06-04 14:17:00,tester_03,2026-06-04 14:21:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b6ea9bbb-5f5b-48a7-adf0-793b00f33292/,tester_03,4.0
342,d674d02a-993d-49b6-9254-3510d5b75f08,2026-09-04,irrigation_and_water_management,,Community Hall,Trainer 5,no,,,92f878ca-09d6-490a-b952-cabd1fe33be2,2026-09-04 15:41:00,2026-09-04 15:36:00,tester_01,2026-09-04 15:41:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d674d02a-993d-49b6-9254-3510d5b75f08/,tester_01,5.0
343,386e6779-840d-4f1b-af97-0bd7ef9b0f5e,2026-06-04,other,Post Harvest Handling,Extension Office,Trainer 4,yes,full_attendance,,ebee57e4-446e-465d-8a84-76461c3c68dd,2026-06-04 11:12:00,2026-06-04 11:06:00,tester_05,2026-06-04 11:12:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/386e6779-840d-4f1b-af97-0bd7ef9b0f5e/,tester_05,6.0
344,226350b6-7ef6-4284-85ed-a2ad52ec5b9e,2026-04-01,record_keeping,,Village Square,Trainer 3,yes,full_attendance,,ffd684e3-e30f-4a2c-ba12-c7e58abc7ff9,2026-04-01 09:25:00,2026-04-01 09:21:00,tester_05,2026-04-01 09:25:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/226350b6-7ef6-4284-85ed-a2ad52ec5b9e/,tester_05,4.0
345,cd6ebc60-adb0-4762-a183-be6421294653,2026-01-29,irrigation_and_water_management,,Extension Office,Trainer 5,yes,full_attendance,,4e9b1d23-d6c3-4194-8bf3-0cac1d75de6b,2026-01-29 15:55:00,2026-01-29 15:48:00,tester_07,2026-01-29 15:55:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/cd6ebc60-adb0-4762-a183-be6421294653/,tester_07,7.0
346,bbc4ff0d-8aa7-4122-98b1-8c58e361fabc,2026-05-13,irrigation_and_water_management,,Extension Office,Trainer 4,yes,full_attendance,,13d9314b-5135-48ab-8af3-c0d80856c606,2026-05-13 12:16:00,2026-05-13 12:12:00,tester_05,2026-05-13 12:16:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/bbc4ff0d-8aa7-4122-98b1-8c58e361fabc/,tester_05,4.0
347,67f6435d-e6b9-4024-8a78-0ba753379e69,2026-05-26,pest_and_disease_management,,Village Square,Trainer 4,yes,full_attendance,,d5fb06db-f3eb-47f7-9888-83e3424fac8c,2026-05-26 08:33:00,2026-05-26 08:26:00,tester_07,2026-05-26 08:33:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/67f6435d-e6b9-4024-8a78-0ba753379e69/,tester_07,7.0
348,777f4936-77af-4bfd-b46b-54e6dd5cd4fb,2026-07-15,irrigation_and_water_management,,Community Hall,Trainer 2,yes,full_attendance,,4f02dc2f-6c9b-44f1-9d55-9dedd71f269e,2026-07-15 09:06:00,2026-07-15 09:01:00,tester_01,2026-07-15 09:06:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/777f4936-77af-4bfd-b46b-54e6dd5cd4fb/,tester_01,5.0
349,eca1633e-fdc0-4f4b-933d-3163cd5d64c7,2026-05-20,record_keeping,,Farmer Cooperative Centre,Trainer 3,yes,partial_attendance,other,6150e5ad-6a0b-4e70-afa2-a9eebd27ccb4,2026-05-20 11:00:00,2026-05-20 10:58:00,tester_04,2026-05-20 11:00:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/eca1633e-fdc0-4f4b-933d-3163cd5d64c7/,tester_04,2.0
350,37ce5390-f4df-4629-9a4c-cd9624aaebad,2026-08-06,other,Post Harvest Handling,Community Hall,Trainer 2,yes,full_attendance,,4395ee19-c11a-4122-881d-c11ef562bb93,2026-08-06 13:39:00,2026-08-06 13:35:00,tester_05,2026-08-06 13:39:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/37ce5390-f4df-4629-9a4c-cd9624aaebad/,tester_05,4.0
351,aee97fef-7f99-4f46-b439-0ca05e94ce9a,2026-02-11,good_agronomic_practices,,Farmer Cooperative Centre,Trainer 1,yes,full_attendance,,5db70225-5b39-4b6f-a0dc-5b58fc736a8d,2026-02-11 10:14:00,2026-02-11 10:06:00,tester_07,2026-02-11 10:14:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/aee97fef-7f99-4f46-b439-0ca05e94ce9a/,tester_07,8.0
352,1a423f72-442d-4721-a397-d8fcfb3a9336,2026-05-13,pest_and_disease_management,,Primary School,Trainer 5,yes,full_attendance,,6820f1e1-cde1-41c0-825f-6917390a8f63,2026-05-13 11:45:00,2026-05-13 11:42:00,tester_05,2026-05-13 11:45:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/1a423f72-442d-4721-a397-d8fcfb3a9336/,tester_05,3.0
353,6a24c494-8713-43fd-94a1-8c7fedf6b784,2026-05-31,record_keeping,,Extension Office,Trainer 5,yes,full_attendance,,9db8a360-0915-4f4f-a855-08fb2e808be2,2026-05-31 14:41:00,2026-05-31 14:33:00,tester_02,2026-05-31 14:41:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/6a24c494-8713-43fd-94a1-8c7fedf6b784/,tester_02,8.0
354,5c94371a-d656-43bb-a05c-648071f39678,2026-06-26,record_keeping,,Farmer Cooperative Centre,Trainer 4,yes,partial_attendance,arrived_late,fd3f97d1-cdff-4bff-abc0-255af4bfc037,2026-06-26 14:12:00,2026-06-26 14:07:00,tester_06,2026-06-26 14:12:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/5c94371a-d656-43bb-a05c-648071f39678/,tester_06,5.0
355,ad89f398-696c-4be7-b9f9-b42350c6af00,2026-03-04,soil_fertility_management,,Village Square,Trainer 2,yes,full_attendance,,1d6010fe-de23-4d38-b3e1-c00891c1db53,2026-03-04 15:44:00,2026-03-04 15:42:00,tester_05,2026-03-04 15:44:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/ad89f398-696c-4be7-b9f9-b42350c6af00/,tester_05,2.0
356,86033bfb-95b6-4953-850b-2e71ea45a32c,2026-08-08,livestock_management,,Extension Office,Trainer 5,yes,partial_attendance,arrived_late,6851052e-c9cf-4356-b0b8-8b03cec9ad7f,2026-08-08 15:49:00,2026-08-08 15:47:00,tester_04,2026-08-08 15:49:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/86033bfb-95b6-4953-850b-2e71ea45a32c/,tester_04,2.0
357,b94589db-2ff6-4b93-92f1-4a3719186da1,2026-07-28,record_keeping,,Farmer Cooperative Centre,Trainer 2,yes,partial_attendance,left_early,c7c1fae1-8a00-4ee0-9f22-6423dbe40075,2026-07-28 15:13:00,2026-07-28 15:05:00,tester_02,2026-07-28 15:13:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b94589db-2ff6-4b93-92f1-4a3719186da1/,tester_02,8.0
358,2dde1eee-b4af-4c11-a4df-6c039fa0cc80,2026-02-21,livestock_management,,Primary School,Trainer 1,yes,full_attendance,,86fd3e4a-fad5-4a5e-90c4-fd000888c945,2026-02-21 13:48:00,2026-02-21 13:42:00,tester_01,2026-02-21 13:48:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/2dde1eee-b4af-4c11-a4df-6c039fa0cc80/,tester_01,6.0
359,93a76b0f-9fee-4d2a-bc17-144b196ae620,2026-02-25,soil_fertility_management,,Extension Office,Trainer 1,yes,partial_attendance,arrived_late,b735f447-57e3-4318-ad95-638b04d28cdd,2026-02-25 13:44:00,2026-02-25 13:36:00,tester_04,2026-02-25 13:44:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/93a76b0f-9fee-4d2a-bc17-144b196ae620/,tester_04,8.0
360,c98204b3-29e9-43eb-bf99-19135812a372,2026-04-20,livestock_management,,Extension Office,Trainer 1,yes,partial_attendance,left_early,a9f77d8d-4f62-4d22-bed5-d70e6d3bbe5d,2026-04-20 08:16:00,2026-04-20 08:08:00,tester_05,2026-04-20 08:16:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c98204b3-29e9-43eb-bf99-19135812a372/,tester_05,8.0
361,2978c057-2dd3-40f1-96b0-39ecea0da45e,2026-04-17,pest_and_disease_management,,Village Square,Trainer 2,yes,full_attendance,,58c49705-d500-45f9-8e7d-d648a72b29ec,2026-04-17 15:38:00,2026-04-17 15:33:00,tester_07,2026-04-17 15:38:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/2978c057-2dd3-40f1-96b0-39ecea0da45e/,tester_07,5.0
362,6456f3bf-01b6-439a-9b92-ffadfd595c8b,2026-08-19,record_keeping,,Primary School,Trainer 3,yes,full_attendance,,74163c87-148d-4827-a3a9-ef77024cc7fa,2026-08-19 14:15:00,2026-08-19 14:08:00,tester_03,2026-08-19 14:15:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/6456f3bf-01b6-439a-9b92-ffadfd595c8b/,tester_03,7.0
363,dcf33165-3586-44a9-b807-44165d1c5947,2026-08-24,other,Climate Smart Agriculture,Village Square,Trainer 2,yes,full_attendance,,db755426-de9c-444e-bc1e-b94675a63ed8,2026-08-24 12:09:00,2026-08-24 12:06:00,tester_05,2026-08-24 12:09:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/dcf33165-3586-44a9-b807-44165d1c5947/,tester_05,3.0
364,82c6dc2e-a3e5-4e8b-a25f-4894e85d30ac,2026-08-27,record_keeping,,Village Square,Trainer 2,yes,full_attendance,,1899d0ef-da11-44bf-942a-127d8bf37794,2026-08-27 14:15:00,2026-08-27 14:08:00,tester_02,2026-08-27 14:15:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/82c6dc2e-a3e5-4e8b-a25f-4894e85d30ac/,tester_02,7.0
365,96bf4816-b491-4b79-aafc-8d0e19842672,2026-09-16,good_agronomic_practices,,Primary School,Trainer 2,yes,full_attendance,,ff365f73-b00f-4051-b4bf-872a52c62834,2026-09-16 15:48:00,2026-09-16 15:46:00,tester_06,2026-09-16 15:48:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/96bf4816-b491-4b79-aafc-8d0e19842672/,tester_06,2.0
366,0e7f4658-ca53-409b-a580-e64ff293e3c7,2026-04-09,livestock_management,,Farmer Cooperative Centre,Trainer 2,yes,partial_attendance,other,cd7e351d-2ebd-4f67-87c0-980301739932,2026-04-09 10:54:00,2026-04-09 10:47:00,tester_03,2026-04-09 10:54:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/0e7f4658-ca53-409b-a580-e64ff293e3c7/,tester_03,7.0
